XREF ID,DISPATCH UNIT,DISPATCH CREATED DATE,INCIDENT NUMBER,1ST UNIT ON SCENE,ALARM DATE TIME,CALL COMPLETE,SHIFT,DISPATCH CREATED DATE_dt,ALARM DATE TIME_dt,CaseID
2025155318,LDR175,4/29/25 20:43,25-1968,L-175,4/29/25 20:38,9/4/25 20:49,C,2025-04-29 20:43:00,2025-04-29 20:38:00,566
2025155446,LDR175,4/29/25 23:13,25-1969,L-175,4/29/25 23:10,9/4/25 23:16,C,2025-04-29 23:13:00,2025-04-29 23:10:00,567
2025155539,LDR175,4/30/25 3:23,25-1971,L-175,4/30/25 3:20,9/5/25 3:39,C,2025-04-30 03:23:00,2025-04-30 03:20:00,568
2025155534,E172,4/30/25 3:23,25-1970,E-172,4/30/25 3:15,9/5/25 3:33,C,2025-04-30 03:23:00,2025-04-30 03:15:00,569
2025155546,E171,4/30/25 3:28,25-1972,E-171,4/30/25 3:24,9/5/25 3:44,C,2025-04-30 03:28:00,2025-04-30 03:24:00,570
2025155583,E171,4/30/25 4:53,25-1973,E-171,4/30/25 4:51,9/5/25 5:07,C,2025-04-30 04:53:00,2025-04-30 04:51:00,571
2025155613,E171,4/30/25 6:48,25-1974,E-171,4/30/25 6:44,9/5/25 7:02,C,2025-04-30 06:48:00,2025-04-30 06:44:00,572
2025155637,LDR175,4/30/25 7:38,25-1975,nan,4/30/25 7:29,9/5/25 7:42,C,2025-04-30 07:38:00,2025-04-30 07:29:00,573
2025155678,LDR175,4/30/25 8:08,25-1976,L-175,4/30/25 8:03,9/5/25 8:24,C,2025-04-30 08:08:00,2025-04-30 08:03:00,574
2025155693,E172,4/30/25 8:13,25-1977,E-172,4/30/25 8:07,9/5/25 8:22,C,2025-04-30 08:13:00,2025-04-30 08:07:00,575
2025155735,LDR175,4/30/25 8:28,25-1978,L-175,4/30/25 8:25,9/5/25 8:51,A,2025-04-30 08:28:00,2025-04-30 08:25:00,576
2025155974,E171,4/30/25 11:08,25-1979,E-171,4/30/25 11:07,9/5/25 11:30,C,2025-04-30 11:08:00,2025-04-30 11:07:00,577
2025156055,E171,4/30/25 11:53,25-1980,nan,4/30/25 11:44,9/5/25 11:50,C,2025-04-30 11:53:00,2025-04-30 11:44:00,578
2025156411,E171,4/30/25 15:18,25-1981,E-171,4/30/25 15:11,9/5/25 15:50,C,2025-04-30 15:18:00,2025-04-30 15:11:00,579
2025156622,E171,4/30/25 17:43,25-1982,E-171,4/30/25 17:38,9/5/25 17:50,C,2025-04-30 17:43:00,2025-04-30 17:38:00,580
2025156646,"E172, LDR175",4/30/25 18:03,25-1983,L-175,4/30/25 17:58,9/5/25 18:17,C,2025-04-30 18:03:00,2025-04-30 17:58:00,581
2025156689,"E171, E172, LDR175",4/30/25 18:48,25-1984,L-175,4/30/25 18:42,9/5/25 19:35,C,2025-04-30 18:48:00,2025-04-30 18:42:00,582
2025156819,E171,4/30/25 20:48,25-1985,E-171,4/30/25 20:41,9/4/25 21:02,C,2025-04-30 20:48:00,2025-04-30 20:41:00,583
2025156898,LDR175,4/30/25 22:08,25-1986,L-175,4/30/25 22:03,9/4/25 22:13,C,2025-04-30 22:08:00,2025-04-30 22:03:00,584
2025156902,"BAT111, E171, LDR175",4/30/25 22:13,25-1987,BC-111,4/30/25 22:11,9/4/25 22:48,C,2025-04-30 22:13:00,2025-04-30 22:11:00,585
2025156962,"E171, LDR175",4/30/25 23:33,25-1988,L-175,4/30/25 23:29,9/4/25 23:56,C,2025-04-30 23:33:00,2025-04-30 23:29:00,586
2025157097,LDR175,5/1/25 7:08,25-1989,L-175,5/1/25 7:03,9/5/25 7:34,C,2025-05-01 07:08:00,2025-05-01 07:03:00,587
2025157225,E171,5/1/25 9:03,25-1990,E-171,5/1/25 8:57,9/5/25 9:20,A,2025-05-01 09:03:00,2025-05-01 08:57:00,588
2025157242,E172,5/1/25 9:13,25-1991,E-172,5/1/25 9:08,9/5/25 9:34,A,2025-05-01 09:13:00,2025-05-01 09:08:00,589
2025157386,E171,5/1/25 10:38,25-1992,E-171,5/1/25 10:36,9/5/25 10:51,A,2025-05-01 10:38:00,2025-05-01 10:36:00,590
2025157521,E172,5/1/25 12:18,25-1993,nan,5/1/25 12:13,9/5/25 12:20,A,2025-05-01 12:18:00,2025-05-01 12:13:00,591
2025157547,E171,5/1/25 12:33,25-1994,nan,5/1/25 12:26,9/5/25 12:31,A,2025-05-01 12:33:00,2025-05-01 12:26:00,592
2025157561,E171,5/1/25 12:43,25-1995,E-171,5/1/25 12:40,9/5/25 13:05,A,2025-05-01 12:43:00,2025-05-01 12:40:00,593
2025157636,E172,5/1/25 13:28,25-1996,E-172,5/1/25 13:26,9/5/25 13:51,A,2025-05-01 13:28:00,2025-05-01 13:26:00,594
2025157688,E171,5/1/25 14:13,25-1997,E-171,5/1/25 14:06,9/5/25 14:38,A,2025-05-01 14:13:00,2025-05-01 14:06:00,595
2025157768,"BAT111, E171, E172",5/1/25 14:58,25-1999,E-172,5/1/25 14:54,9/5/25 15:27,A,2025-05-01 14:58:00,2025-05-01 14:54:00,596
2025157769,"E171, LDR175, SRT117",5/1/25 14:58,25-2000,E-171,5/1/25 14:54,9/5/25 15:15,A,2025-05-01 14:58:00,2025-05-01 14:54:00,597
2025157793,E171,5/1/25 15:13,25-2001,E-171,5/1/25 15:08,9/5/25 15:45,A,2025-05-01 15:13:00,2025-05-01 15:08:00,598
2025157820,E172,5/1/25 15:28,25-2002,E-172,5/1/25 15:26,9/5/25 15:43,A,2025-05-01 15:28:00,2025-05-01 15:26:00,599
2025157823,LDR175,5/1/25 15:33,25-2003,L-175,5/1/25 15:26,9/5/25 15:38,A,2025-05-01 15:33:00,2025-05-01 15:26:00,600
2025157859,"E171, E172",5/1/25 15:53,25-2004,E-172,5/1/25 15:48,9/5/25 16:26,A,2025-05-01 15:53:00,2025-05-01 15:48:00,601
2025157884,"BAT111, E171, E172, LDR175, M105",5/1/25 16:08,25-2005,M-105,5/1/25 16:03,9/5/25 16:46,A,2025-05-01 16:08:00,2025-05-01 16:03:00,602
2025157901,M105,5/1/25 16:13,25002006,M-105,nan,nan,nan,2025-05-01 16:13:00,Unknown,603
2025157923,LDR175,5/1/25 16:28,25-2007,nan,5/1/25 16:24,9/5/25 16:29,A,2025-05-01 16:28:00,2025-05-01 16:24:00,604
2025157940,"E172, LDR175",5/1/25 16:38,25-2008,L-175,5/1/25 16:32,9/5/25 16:53,A,2025-05-01 16:38:00,2025-05-01 16:32:00,605
2025157982,E172,5/1/25 17:03,25-2009,E-172,5/1/25 16:58,9/5/25 17:16,A,2025-05-01 17:03:00,2025-05-01 16:58:00,606
2025158070,BAT111,5/1/25 17:58,25-2010,nan,5/1/25 17:57,9/5/25 18:00,A,2025-05-01 17:58:00,2025-05-01 17:57:00,607
2025158088,E172,5/1/25 18:08,25-2011,E-172,5/1/25 18:06,9/5/25 18:26,A,2025-05-01 18:08:00,2025-05-01 18:06:00,608
2025158163,LDR175,5/1/25 19:03,25-2012,nan,5/1/25 19:01,9/5/25 19:07,A,2025-05-01 19:03:00,2025-05-01 19:01:00,609
2025158172,LDR175,5/1/25 19:13,25-2013,nan,5/1/25 18:52,9/5/25 18:55,A,2025-05-01 19:13:00,2025-05-01 18:52:00,610
2025158231,LDR175,5/1/25 20:03,25-2015,nan,5/1/25 20:01,9/4/25 20:10,A,2025-05-01 20:03:00,2025-05-01 20:01:00,611
2025158227,E171,5/1/25 20:03,25-2014,E-171,5/1/25 19:58,9/4/25 20:20,A,2025-05-01 20:03:00,2025-05-01 19:58:00,612
2025158247,LDR175,5/1/25 20:23,25-2017,L-175,5/1/25 20:19,9/4/25 20:50,A,2025-05-01 20:23:00,2025-05-01 20:19:00,613
2025158280,LDR175,5/1/25 21:08,25-2018,nan,5/1/25 21:00,9/4/25 21:11,A,2025-05-01 21:08:00,2025-05-01 21:00:00,614
2025158421,BAT111,5/2/25 0:13,25-2019,nan,5/2/25 0:11,9/5/25 0:13,A,2025-05-02 00:13:00,2025-05-02 00:11:00,615
2025158461,E171,5/2/25 1:33,25-2020,E-171,5/2/25 1:28,9/5/25 1:48,A,2025-05-02 01:33:00,2025-05-02 01:28:00,616
2025158470,"BAT111, E171, LDR175",5/2/25 2:08,25-2021,L-175,5/2/25 1:58,9/5/25 2:14,A,2025-05-02 02:08:00,2025-05-02 01:58:00,617
2025158498,"E171, LDR175",5/2/25 3:48,25-2022,L-175,5/2/25 3:44,9/5/25 4:00,A,2025-05-02 03:48:00,2025-05-02 03:44:00,618
2025158506,E171,5/2/25 4:03,25-2023,E-171,5/2/25 3:57,9/5/25 4:23,A,2025-05-02 04:03:00,2025-05-02 03:57:00,619
2025158588,E171,5/2/25 7:13,25-2024,E-171,5/2/25 7:09,9/5/25 7:32,A,2025-05-02 07:13:00,2025-05-02 07:09:00,620
2025158700,"E171, E172",5/2/25 9:28,25-2025,E-171,5/2/25 9:23,9/5/25 9:34,A,2025-05-02 09:28:00,2025-05-02 09:23:00,621
2025158734,E172,5/2/25 9:48,25-2026,E-172,5/2/25 9:42,9/5/25 10:39,A,2025-05-02 09:48:00,2025-05-02 09:42:00,622
2025158803,BAT111,5/2/25 10:23,25-2027,nan,5/2/25 10:18,9/5/25 10:29,A,2025-05-02 10:23:00,2025-05-02 10:18:00,623
2025159202,"BAT111, E172",5/2/25 14:43,25-2028,E-172,5/2/25 14:39,9/5/25 14:48,A,2025-05-02 14:43:00,2025-05-02 14:39:00,624
2025159392,LDR175,5/2/25 16:33,25-2029,L-175,5/1/25 17:04,9/5/25 17:18,A,2025-05-02 16:33:00,2025-05-01 17:04:00,625
2025159448,"BAT111, E171",5/2/25 17:08,25-2030,E-171,5/2/25 17:06,9/5/25 17:26,A,2025-05-02 17:08:00,2025-05-02 17:06:00,626
2025159452,LDR175,5/2/25 17:13,25-2031,L-175,5/2/25 16:58,9/5/25 17:39,A,2025-05-02 17:13:00,2025-05-02 16:58:00,627
2025159506,"BAT111, E171, LDR175",5/2/25 17:58,25-2033,L-175,5/2/25 17:55,9/5/25 18:27,A,2025-05-02 17:58:00,2025-05-02 17:55:00,628
2025159503,LDR175,5/2/25 17:58,25-2023,L-175,5/2/25 17:53,9/5/25 17:57,A,2025-05-02 17:58:00,2025-05-02 17:53:00,629
2025159628,LDR175,5/2/25 19:38,25-2035,nan,5/2/25 19:19,9/5/25 19:38,A,2025-05-02 19:38:00,2025-05-02 19:19:00,630
2025159624,E171,5/2/25 19:38,25-2034,E-171,5/2/25 19:26,9/5/25 19:42,A,2025-05-02 19:38:00,2025-05-02 19:26:00,631
2025159653,E171,5/2/25 20:08,25-2036,E-171,5/2/25 20:04,9/4/25 20:19,A,2025-05-02 20:08:00,2025-05-02 20:04:00,632
2025159679,BAT111,5/2/25 20:33,25-2037,BC-111,5/2/25 20:29,9/4/25 21:33,A,2025-05-02 20:33:00,2025-05-02 20:29:00,633
2025159718,E172,5/2/25 21:23,25-2038,E-172,5/2/25 21:22,9/4/25 21:42,A,2025-05-02 21:23:00,2025-05-02 21:22:00,634
2025160102,E172,5/3/25 9:58,25002040,nan,5/3/25 9:54,9/5/25 9:58,nan,2025-05-03 09:58:00,2025-05-03 09:54:00,635
2025160188,E171,5/3/25 10:58,25-2041,nan,5/3/25 10:50,9/5/25 10:55,B,2025-05-03 10:58:00,2025-05-03 10:50:00,636
2025160296,BAT111,5/3/25 12:43,25-2042,nan,5/3/25 12:42,9/5/25 12:44,B,2025-05-03 12:43:00,2025-05-03 12:42:00,637
2025160369,"E171, LDR175",5/3/25 13:53,25-2043,E-171,5/3/25 13:46,9/5/25 14:00,B,2025-05-03 13:53:00,2025-05-03 13:46:00,638
2025160416,E171,5/3/25 14:18,25-2044,E-171,5/3/25 14:17,9/5/25 14:37,B,2025-05-03 14:18:00,2025-05-03 14:17:00,639
2025160477,"BAT111, E171",5/3/25 15:03,25-2045,nan,5/3/25 14:58,9/5/25 15:01,B,2025-05-03 15:03:00,2025-05-03 14:58:00,640
2025160482,"BAT111, E172, LDR175",5/3/25 15:03,25-2046,L-175,5/3/25 14:59,9/5/25 15:15,B,2025-05-03 15:03:00,2025-05-03 14:59:00,641
2025160543,E172,5/3/25 15:53,25-2047,E-172,5/3/25 15:48,9/5/25 16:02,B,2025-05-03 15:53:00,2025-05-03 15:48:00,642
2025160660,E171,5/3/25 16:58,25-2049,E-171,5/3/25 16:57,9/5/25 17:06,B,2025-05-03 16:58:00,2025-05-03 16:57:00,643
2025160653,BAT111,5/3/25 16:58,25-2048,nan,5/3/25 16:53,9/5/25 17:00,B,2025-05-03 16:58:00,2025-05-03 16:53:00,644
2025160681,E171,5/3/25 17:23,25-2050,nan,5/3/25 17:17,9/5/25 17:22,B,2025-05-03 17:23:00,2025-05-03 17:17:00,645
2025160718,E172,5/3/25 17:58,25-2051,E-172,5/3/25 17:52,9/5/25 18:10,B,2025-05-03 17:58:00,2025-05-03 17:52:00,646
2025160798,LDR175,5/3/25 19:08,25-2052,L-175,5/3/25 19:06,9/5/25 19:16,B,2025-05-03 19:08:00,2025-05-03 19:06:00,647
2025160867,LDR175,5/3/25 20:33,25-2053,nan,5/3/25 20:30,9/4/25 20:39,B,2025-05-03 20:33:00,2025-05-03 20:30:00,648
2025160881,E171,5/3/25 20:43,25-2054,E-171,5/3/25 20:41,9/4/25 20:55,B,2025-05-03 20:43:00,2025-05-03 20:41:00,649
2025160942,LDR175,5/3/25 21:48,25-2055,L-175,5/3/25 21:46,9/4/25 22:10,B,2025-05-03 21:48:00,2025-05-03 21:46:00,650
2025160984,LDR175,5/3/25 22:18,25-2056,L-175,5/3/25 22:16,9/4/25 22:25,B,2025-05-03 22:18:00,2025-05-03 22:16:00,651
2025161024,LDR175,5/3/25 22:53,25-2057,nan,5/3/25 22:48,9/4/25 22:56,B,2025-05-03 22:53:00,2025-05-03 22:48:00,652
2025161168,LDR175,5/4/25 3:28,25-2058,L-175,5/4/25 3:24,9/5/25 3:38,B,2025-05-04 03:28:00,2025-05-04 03:24:00,653
2025161216,"BAT111, E171, E172, LDR175",5/4/25 6:13,25-2059,BC-111,5/4/25 6:05,9/5/25 6:21,B,2025-05-04 06:13:00,2025-05-04 06:05:00,654
2025161239,"E171, LDR175",5/4/25 7:08,25-2060,E-171,5/4/25 7:05,9/5/25 7:12,B,2025-05-04 07:08:00,2025-05-04 07:05:00,655
2025161337,E172,5/4/25 9:43,25-2061,nan,5/4/25 9:40,9/5/25 9:46,B,2025-05-04 09:43:00,2025-05-04 09:40:00,656
2025161511,LDR175,5/4/25 12:38,25-2062,L-175,5/4/25 12:33,9/5/25 12:57,B,2025-05-04 12:38:00,2025-05-04 12:33:00,657
2025161539,"BAT111, LDR175",5/4/25 13:03,25-2063,L-175,5/4/25 12:58,9/5/25 13:12,B,2025-05-04 13:03:00,2025-05-04 12:58:00,658
2025161576,E172,5/4/25 13:43,25-2064,nan,5/4/25 13:38,9/5/25 13:41,B,2025-05-04 13:43:00,2025-05-04 13:38:00,659
2025161589,"BAT111, E171, E172, LDR175",5/4/25 13:58,25-2065,nan,5/4/25 13:47,9/5/25 14:01,B,2025-05-04 13:58:00,2025-05-04 13:47:00,660
2025161611,LDR175,5/4/25 14:13,25-2066,L-175,5/4/25 14:09,9/5/25 14:14,B,2025-05-04 14:13:00,2025-05-04 14:09:00,661
2025161664,LDR175,5/4/25 15:13,25-2067,nan,5/4/25 15:10,9/5/25 15:13,B,2025-05-04 15:13:00,2025-05-04 15:10:00,662
2025161694,E172,5/4/25 15:43,25-2068,E-172,5/4/25 15:34,9/5/25 15:46,B,2025-05-04 15:43:00,2025-05-04 15:34:00,663
2025161707,LDR175,5/4/25 15:48,25-2070,L-175,5/4/25 15:47,9/5/25 15:58,B,2025-05-04 15:48:00,2025-05-04 15:47:00,664
2025161703,E171,5/4/25 15:48,25-2069,E-171,5/4/25 15:44,9/5/25 16:35,B,2025-05-04 15:48:00,2025-05-04 15:44:00,665
2025161712,"BAT111, E172",5/4/25 15:53,25-2071,BC-111,5/4/25 15:51,9/5/25 15:58,B,2025-05-04 15:53:00,2025-05-04 15:51:00,666
2025161944,"BAT111, E171, E172, LDR175",5/4/25 19:13,25-2072,nan,5/4/25 19:05,9/5/25 19:12,nan,2025-05-04 19:13:00,2025-05-04 19:05:00,667
2025161984,E172,5/4/25 19:48,25-2073,E-172,5/4/25 19:45,9/4/25 20:08,B,2025-05-04 19:48:00,2025-05-04 19:45:00,668
2025162137,"E171, LDR175",5/4/25 22:03,25-2074,L-175,5/4/25 21:54,9/4/25 22:44,B,2025-05-04 22:03:00,2025-05-04 21:54:00,669
2025162156,E172,5/4/25 22:33,25-2075,E-172,5/4/25 22:26,9/4/25 22:40,B,2025-05-04 22:33:00,2025-05-04 22:26:00,670
2025162222,E172,5/5/25 0:28,25-2076,E-172,5/5/25 0:23,9/5/25 0:54,B,2025-05-05 00:28:00,2025-05-05 00:23:00,671
2025162225,LDR175,5/5/25 0:43,25-2077,L-175,5/5/25 0:24,9/5/25 0:30,B,2025-05-05 00:43:00,2025-05-05 00:24:00,672
2025162247,E171,5/5/25 1:33,25-2078,E-171,5/5/25 1:27,9/5/25 1:40,B,2025-05-05 01:33:00,2025-05-05 01:27:00,673
2025162269,"E171, E172",5/5/25 2:13,25-2079,E-172,5/5/25 2:10,9/5/25 2:23,B,2025-05-05 02:13:00,2025-05-05 02:10:00,674
2025162373,LDR175,5/5/25 7:33,25-2080,L-175,5/5/25 7:28,9/5/25 7:46,C,2025-05-05 07:33:00,2025-05-05 07:28:00,675
2025162967,"E171, E172",5/5/25 14:38,25-2082,E-172,5/5/25 14:36,9/5/25 15:09,C,2025-05-05 14:38:00,2025-05-05 14:36:00,676
2025163009,"E171, LDR175",5/5/25 14:58,25-2083,L-175,5/5/25 14:56,9/5/25 15:00,C,2025-05-05 14:58:00,2025-05-05 14:56:00,677
2025163102,"E171, E172",5/5/25 16:08,25-2084,E-171,5/5/25 16:03,9/5/25 16:23,C,2025-05-05 16:08:00,2025-05-05 16:03:00,678
2025163119,LDR175,5/5/25 16:13,25-2085,nan,5/5/25 16:12,9/5/25 16:17,C,2025-05-05 16:13:00,2025-05-05 16:12:00,679
2025163225,E171,5/5/25 17:48,25-2086,E-171,5/5/25 17:38,9/5/25 18:21,C,2025-05-05 17:48:00,2025-05-05 17:38:00,680
2025163350,E172,5/5/25 18:58,25-2087,nan,5/5/25 18:57,9/5/25 19:07,C,2025-05-05 18:58:00,2025-05-05 18:57:00,681
2025163352,LDR175,5/5/25 19:03,25-2088,L-175,5/5/25 18:59,9/5/25 19:20,C,2025-05-05 19:03:00,2025-05-05 18:59:00,682
2025163442,E172,5/5/25 20:18,25-2089,E-172,5/5/25 20:12,9/4/25 20:54,C,2025-05-05 20:18:00,2025-05-05 20:12:00,683
2025163480,"E171, LDR175",5/5/25 20:43,25-2090,E-171,5/5/25 20:38,9/4/25 21:03,C,2025-05-05 20:43:00,2025-05-05 20:38:00,684
2025163638,LDR175,5/5/25 23:28,25-2091,nan,5/5/25 23:25,9/4/25 23:33,C,2025-05-05 23:28:00,2025-05-05 23:25:00,685
2025163660,E171,5/6/25 0:33,25-2092,E-171,5/6/25 0:30,9/5/25 0:43,C,2025-05-06 00:33:00,2025-05-06 00:30:00,686
2025163701,LDR175,5/6/25 1:48,25-2093,nan,5/6/25 1:47,9/5/25 1:52,C,2025-05-06 01:48:00,2025-05-06 01:47:00,687
2025163743,"E171, E172",5/6/25 3:53,25-2094,E-171,5/6/25 3:51,9/5/25 3:59,C,2025-05-06 03:53:00,2025-05-06 03:51:00,688
2025163852,"BAT111, C103, E171, LDR175",5/6/25 7:58,25-2095,L-175,5/6/25 7:57,9/5/25 8:30,C,2025-05-06 07:58:00,2025-05-06 07:57:00,689
2025163906,LDR175,5/6/25 8:53,25-2096,L-175,5/6/25 8:50,9/5/25 9:18,C,2025-05-06 08:53:00,2025-05-06 08:50:00,690
2025163987,LDR175,5/6/25 10:03,25-2097,nan,5/6/25 10:00,9/5/25 10:05,C,2025-05-06 10:03:00,2025-05-06 10:00:00,691
2025164175,E171,5/6/25 12:18,2502098,E-171,5/6/25 12:17,9/5/25 12:43,nan,2025-05-06 12:18:00,2025-05-06 12:17:00,692
2025164334,"BAT111, E171",5/6/25 14:08,25-2099,nan,5/6/25 13:56,9/5/25 14:04,C,2025-05-06 14:08:00,2025-05-06 13:56:00,693
2025164368,LDR175,5/6/25 14:28,25-2100,L-175,5/6/25 14:26,9/5/25 14:46,C,2025-05-06 14:28:00,2025-05-06 14:26:00,694
2025164408,"BAT111, E171, E172, LDR175",5/6/25 14:58,25-2101,L-175,5/6/25 14:45,9/5/25 15:45,C,2025-05-06 14:58:00,2025-05-06 14:45:00,695
2025164431,"C103, E171",5/6/25 15:13,25-2102,E-171,5/6/25 15:09,9/5/25 15:38,C,2025-05-06 15:13:00,2025-05-06 15:09:00,696
2025164444,C102,5/6/25 15:23,25002103,C-102,nan,nan,nan,2025-05-06 15:23:00,Unknown,697
2025164459,C103,5/6/25 15:28,25-2104,C-103,5/6/25 15:24,9/5/25 15:39,C,2025-05-06 15:28:00,2025-05-06 15:24:00,698
2025164592,LDR175,5/6/25 16:43,25-2105,L-175,5/6/25 16:41,9/5/25 17:41,C,2025-05-06 16:43:00,2025-05-06 16:41:00,699
2025164618,E172,5/6/25 17:03,25-2106,E-172,5/6/25 16:56,9/5/25 18:56,C,2025-05-06 17:03:00,2025-05-06 16:56:00,700
2025164755,E171,5/6/25 18:33,25-2107,E-171,5/6/25 18:27,9/5/25 18:39,C,2025-05-06 18:33:00,2025-05-06 18:27:00,701
2025164798,LDR175,5/6/25 19:13,25-2108,L-175,5/6/25 19:08,9/5/25 19:16,C,2025-05-06 19:13:00,2025-05-06 19:08:00,702
2025164918,LDR175,5/6/25 21:03,25-2109,nan,5/6/25 20:55,9/4/25 20:59,C,2025-05-06 21:03:00,2025-05-06 20:55:00,703
2025164998,"BAT111, E171, E172, LDR175, M105",5/6/25 22:53,25-2110,E-171,5/6/25 22:45,9/5/25 0:43,C,2025-05-06 22:53:00,2025-05-06 22:45:00,704
2025165091,E172,5/7/25 1:28,25-2111,E-172,5/7/25 1:18,9/5/25 1:37,C,2025-05-07 01:28:00,2025-05-07 01:18:00,705
2025165142,E171,5/7/25 3:38,25-2112,E-171,5/7/25 3:37,9/5/25 3:45,C,2025-05-07 03:38:00,2025-05-07 03:37:00,706
2025165271,"E171, LDR175",5/7/25 8:43,25-2113,L-175,5/7/25 8:34,9/5/25 8:48,A,2025-05-07 08:43:00,2025-05-07 08:34:00,707
2025165290,BAT111,5/7/25 8:43,25-2114,nan,5/7/25 8:41,9/5/25 8:44,A,2025-05-07 08:43:00,2025-05-07 08:41:00,708
2025165305,"E171, E172",5/7/25 8:48,25-2115,E-171,5/7/25 8:45,9/5/25 9:09,A,2025-05-07 08:48:00,2025-05-07 08:45:00,709
2025165432,E172,5/7/25 10:38,25-2116,E-172,5/7/25 10:35,9/5/25 11:00,A,2025-05-07 10:38:00,2025-05-07 10:35:00,710
2025165479,"BAT111, E171, LDR175",5/7/25 11:03,25-2117,BC-111,5/7/25 11:02,9/5/25 11:14,A,2025-05-07 11:03:00,2025-05-07 11:02:00,711
2025166110,E171,5/7/25 18:08,25-2119,E-171,5/7/25 18:03,9/5/25 18:16,A,2025-05-07 18:08:00,2025-05-07 18:03:00,712
2025166291,LDR175,5/7/25 20:08,25-2120,L-175,5/7/25 20:05,9/4/25 20:28,A,2025-05-07 20:08:00,2025-05-07 20:05:00,713
2025166536,LDR175,5/8/25 1:13,25-2121,nan,5/8/25 1:07,9/5/25 1:15,A,2025-05-08 01:13:00,2025-05-08 01:07:00,714
2025166553,"E171, E172",5/8/25 2:18,25-2122,E-172,5/8/25 2:15,9/5/25 3:29,A,2025-05-08 02:18:00,2025-05-08 02:15:00,715
2025166565,BAT111,5/8/25 2:33,25-2123,nan,5/8/25 2:32,9/5/25 2:46,A,2025-05-08 02:33:00,2025-05-08 02:32:00,716
2025166620,E171,5/8/25 6:08,25-2124,E-171,5/8/25 6:00,9/5/25 6:19,A,2025-05-08 06:08:00,2025-05-08 06:00:00,717
2025166678,LDR175,5/8/25 8:08,25-2125,L-175,5/8/25 8:05,9/5/25 8:26,A,2025-05-08 08:08:00,2025-05-08 08:05:00,718
2025166756,"E171, LDR175",5/8/25 9:23,25-2126,E-171,5/8/25 9:14,9/5/25 9:28,A,2025-05-08 09:23:00,2025-05-08 09:14:00,719
2025166816,LDR175,5/8/25 10:13,25-2127,nan,5/8/25 10:08,9/5/25 10:19,A,2025-05-08 10:13:00,2025-05-08 10:08:00,720
2025166873,E172,5/8/25 11:13,25-2128,E-172,5/8/25 11:06,9/5/25 11:23,A,2025-05-08 11:13:00,2025-05-08 11:06:00,721
2025166884,LDR175,5/8/25 11:18,25-2129,L-175,5/8/25 11:14,9/5/25 11:27,A,2025-05-08 11:18:00,2025-05-08 11:14:00,722
2025166893,"BAT111, E171, E172",5/8/25 11:28,25-2130,E-172,5/8/25 11:21,9/5/25 11:28,A,2025-05-08 11:28:00,2025-05-08 11:21:00,723
2025166968,E172,5/8/25 12:13,25-2131,E-172,5/8/25 12:12,9/5/25 12:26,A,2025-05-08 12:13:00,2025-05-08 12:12:00,724
2025166994,"BAT111, E172",5/8/25 12:38,25-2132,BC-111,5/8/25 12:35,9/5/25 12:57,A,2025-05-08 12:38:00,2025-05-08 12:35:00,725
2025167013,E172,5/8/25 12:53,25-2133,nan,5/8/25 12:49,9/5/25 12:56,A,2025-05-08 12:53:00,2025-05-08 12:49:00,726
2025167365,LDR175,5/8/25 16:43,25-2134,nan,5/8/25 16:38,9/5/25 16:43,A,2025-05-08 16:43:00,2025-05-08 16:38:00,727
2025167548,"BAT111, E171, LDR175",5/8/25 18:58,25-2135,L-175,5/8/25 18:55,9/5/25 19:10,A,2025-05-08 18:58:00,2025-05-08 18:55:00,728
2025167641,LDR175,5/8/25 20:18,25-2136,L-175,5/8/25 20:16,9/4/25 20:31,A,2025-05-08 20:18:00,2025-05-08 20:16:00,729
2025168091,C107,5/9/25 8:18,25002137,C-107,5/9/25 8:13,9/5/25 8:30,nan,2025-05-09 08:18:00,2025-05-09 08:13:00,730
2025168161,E172,5/9/25 9:23,25-2138,E-172,5/9/25 9:18,9/5/25 9:57,B,2025-05-09 09:23:00,2025-05-09 09:18:00,731
2025168255,LDR175,5/9/25 10:58,25-2139,L-175,5/9/25 10:55,9/5/25 11:12,B,2025-05-09 10:58:00,2025-05-09 10:55:00,732
2025168312,E172,5/9/25 11:43,25-2140,E-172,5/9/25 11:40,9/5/25 11:59,B,2025-05-09 11:43:00,2025-05-09 11:40:00,733
2025168366,LDR175,5/9/25 12:33,25-2141,L-175,5/9/25 12:25,9/5/25 12:37,B,2025-05-09 12:33:00,2025-05-09 12:25:00,734
2025168380,LDR175,5/9/25 12:43,25-2142,L-175,5/9/25 12:35,9/5/25 12:48,B,2025-05-09 12:43:00,2025-05-09 12:35:00,735
2025168388,"E171, E172",5/9/25 12:48,25-2143,E-172,5/9/25 12:43,9/5/25 12:55,B,2025-05-09 12:48:00,2025-05-09 12:43:00,736
2025168502,LDR175,5/9/25 14:03,25-2144,nan,5/9/25 13:55,9/5/25 14:01,B,2025-05-09 14:03:00,2025-05-09 13:55:00,737
2025168678,"BAT111, E171, LDR175",5/9/25 16:18,25-2145,L-175,5/9/25 16:13,9/5/25 16:27,B,2025-05-09 16:18:00,2025-05-09 16:13:00,738
2025168764,"BAT111, E171, E172, LDR175",5/9/25 17:08,25-2148,BC-111,5/9/25 16:59,9/5/25 18:06,B,2025-05-09 17:08:00,2025-05-09 16:59:00,739
